booking_id,property_id,market_segment,distribution_channel,lead_time_band,deposit_type,actual_is_canceled,predicted_cancellation_risk,risk_band,lost_revenue
SW068996,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,297.0
SW069004,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,432.0
SW069014,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,500.4
SW069067,P002,Groups,Direct,181+ days,Non Refund,1,0.9048,High risk,39.0
SW069136,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,230.0
SW069164,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,63.0
SW069169,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,63.0
SW069177,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,321.3
SW069227,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,866.67
SW069229,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,320.0
SW069244,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,380.01
SW069317,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,13.5
SW069330,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,39.0
SW069353,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,39.0
SW069392,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,39.0
SW069398,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,39.0
SW069444,P002,Offline TA/TO,TA/TO,31-90 days,Non Refund,1,0.8765,High risk,40.5
SW069468,P002,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,270.0
SW069515,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,49.5
SW069532,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,399.99
SW069535,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,630.0
SW069542,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,399.99
SW069548,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,738.0
SW069580,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,252.0
SW069589,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,58.5
SW069605,P002,Groups,TA/TO,181+ days,No Deposit,1,0.506,High risk,315.0
SW069616,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,486.0
SW069617,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,580.5
SW069622,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,58.5
SW069722,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,720.0
SW069759,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,780.0
SW069768,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,130.0
SW069775,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,140.0
SW069807,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,33.0
SW069823,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.8547,High risk,49.95
SW069828,P002,Offline TA/TO,TA/TO,8-30 days,Non Refund,1,0.8547,High risk,49.95
SW069879,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,36.0
SW069925,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,76.5
SW069943,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,76.5
SW069947,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,76.5
SW069994,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,405.99
SW070009,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,567.0
SW070011,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,76.5
SW070041,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,39.0
SW070049,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,280.0
SW070144,P002,Online TA,TA/TO,8-30 days,Non Refund,1,0.8601,High risk,14.64
SW070207,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,33.0
SW070221,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,33.0
SW070237,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,417.0
SW070245,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3842,Medium risk,375.3
SW070262,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,13.5
SW070283,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,570.0
SW070285,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,432.0
SW070293,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,66.0
SW070306,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,522.0
SW070329,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.5
SW070330,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.5
SW070342,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,378.0
SW070346,P002,Direct,Direct,8-30 days,No Deposit,1,0.1097,Low risk,945.0
SW070372,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,959.98
SW070374,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,75.0
SW070382,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,320.0
SW070420,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,47.25
SW070436,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,144.0
SW070454,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,480.0
SW070458,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,90.0
SW070466,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,90.0
SW070469,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,90.0
SW070472,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,90.0
SW070508,P002,Offline TA/TO,TA/TO,91-180 days,Non Refund,1,0.8891,High risk,90.0
SW070540,P002,Offline TA/TO,TA/TO,91-180 days,No Deposit,1,0.4133,Medium risk,623.7
SW070546,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,117.0
SW070576,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,160.0
SW070593,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,78.0
SW070618,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,78.0
SW070645,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,13.5
SW070679,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,891.0
SW070687,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,280.0
SW070688,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,320.0
SW070698,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,378.0
SW070702,P002,Corporate,TA/TO,181+ days,Non Refund,1,0.8753,High risk,72.0
SW070703,P002,Corporate,TA/TO,91-180 days,Non Refund,1,0.8508,High risk,66.0
SW070748,P002,Corporate,TA/TO,91-180 days,Non Refund,1,0.8508,High risk,66.0
SW070749,P002,Corporate,TA/TO,91-180 days,Non Refund,1,0.8508,High risk,66.0
SW070777,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,396.0
SW070799,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,234.0
SW070805,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,216.0
SW070808,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,37.5
SW070853,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,47.25
SW070856,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,567.0
SW070913,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,612.0
SW070932,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,351.0
SW070982,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,1008.0
SW071047,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,136.5
SW071059,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,136.5
SW071064,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,136.5
SW071067,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,136.5
SW071119,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,690.0
SW071122,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,40.5
SW071177,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,230.0
SW071187,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.1255,Low risk,234.0
SW071198,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,360.0
SW071201,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,287.1
SW071212,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,484.2
SW071229,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,19.5
SW071257,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,351.36
SW071314,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,257.6
SW071362,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,938.0
SW071365,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,825.3
SW071377,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,160.0
SW071427,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,591.6
SW071483,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,489.0
SW071497,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,428.4
SW071510,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,89.1
SW071512,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,91.85
SW071517,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,160.0
SW071568,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,267.3
SW071583,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,164.94
SW071602,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,580.5
SW071612,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,575.0
SW071613,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,260.0
SW071637,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,49.5
SW071639,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,49.5
SW071644,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,590.01
SW071738,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,320.0
SW071782,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,82.5
SW071811,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,210.0
SW071820,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,214.2
SW071875,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,960.0
SW071933,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,392.4
SW071988,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,430.54
SW071990,P002,Online TA,TA/TO,0-7 days,No Deposit,1,0.2396,Low risk,420.0
SW072054,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,798.0
SW072064,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,187.28
SW072071,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,2157.32
SW072090,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,558.0
SW072103,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,118.0
SW072133,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,160.0
SW072136,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,160.0
SW072141,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,160.0
SW072174,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,140.0
SW072200,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,49.5
SW072256,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,534.6
SW072261,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,2035.8
SW072265,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,160.0
SW072306,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,391.5
SW072310,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,397.5
SW072340,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,66.0
SW072341,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,66.0
SW072351,P002,Direct,Direct,181+ days,No Deposit,1,0.1682,Low risk,1303.62
SW072358,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,180.0
SW072363,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,360.0
SW072385,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,858.0
SW072421,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,250.0
SW072444,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,494.1
SW072466,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,140.0
SW072488,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,40.5
SW072495,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,338.01
SW072513,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,837.0
SW072524,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,109.0
SW072530,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,378.0
SW072535,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2442,Low risk,408.0
SW072545,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,625.0
SW072604,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9399,High risk,13.5
SW072617,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,420.51
SW072634,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,783.0
SW072642,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,1572.08
SW072643,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,80.1
SW072656,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,848.0
SW072668,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,844.2
SW072685,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,465.0
SW072693,P002,Direct,Direct,91-180 days,No Deposit,1,0.1411,Low risk,337.5
SW072711,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3515,Medium risk,623.7
SW072734,P002,Direct,Direct,31-90 days,No Deposit,1,0.1294,Low risk,351.0
SW072769,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,875.0
SW072846,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,13.5
SW072849,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.908,High risk,13.5
SW072857,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,398.0
SW072911,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,450.0
SW072925,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,130.5
SW072971,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3104,Medium risk,125.0
SW072973,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,160.0
SW073001,P002,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,219.0
SW073006,P002,Direct,Direct,181+ days,No Deposit,1,0.2526,Medium risk,337.5
SW073045,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,160.0
SW073049,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.2482,Low risk,320.0
SW073061,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,702.0
SW073117,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,160.0
SW073134,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.4644,High risk,270.0
SW073138,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,385.0
SW073148,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,522.0
SW073150,P002,Offline TA/TO,TA/TO,31-90 days,No Deposit,1,0.3842,Medium risk,812.7
SW073234,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.3947,Medium risk,420.0
SW073243,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.3564,Medium risk,402.3
SW073250,P002,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,510.0
SW073260,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,594.0
SW073340,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9271,High risk,42.0
SW073381,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,767.69
SW073386,P002,Direct,Direct,0-7 days,No Deposit,1,0.1052,Low risk,203.6
SW073465,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,258.0
SW073517,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.3925,Medium risk,160.0
SW073520,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.3058,Medium risk,390.0
SW073527,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.2806,Medium risk,280.0
SW073564,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,381.3
SW073580,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,882.0
SW073585,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.4644,High risk,793.73
SW073608,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,669.0
SW073609,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,297.0
SW073617,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,214.2
SW073620,P002,Online TA,TA/TO,8-30 days,No Deposit,1,0.3507,Medium risk,750.0
SW073621,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,321.3
SW073639,P002,Online TA,TA/TO,31-90 days,No Deposit,1,0.285,Medium risk,2804.06
SW073665,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.4241,Medium risk,444.8
SW073714,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.4754,High risk,1323.0
SW073732,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073773,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073784,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073793,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073823,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073832,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073861,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073875,P002,Groups,TA/TO,181+ days,No Deposit,1,0.6101,High risk,124.0
SW073890,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,125.6
SW073900,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073906,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073913,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073920,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073921,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073947,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW073976,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW073990,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074001,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074056,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074086,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074108,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074141,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074168,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074178,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074206,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074229,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW074278,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,188.4
SW074290,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,188.4
SW074303,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,188.4
SW074342,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW074350,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW074365,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8302,High risk,124.0
SW074396,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074421,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074426,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074444,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074499,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074532,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074594,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074608,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9823,High risk,18.6
SW074669,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.0
SW074684,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.84
SW074692,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,18.84
SW074721,P002,Complementary,Corporate,0-7 days,No Deposit,0,0.0705,Low risk,0.0
SW074748,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,60.0
SW074767,P002,Groups,TA/TO,181+ days,No Deposit,0,0.506,High risk,0.0
SW074799,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.7416,High risk,242.25
SW074848,P002,Offline TA/TO,TA/TO,181+ days,Non Refund,1,0.9767,High risk,8.25
SW074913,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9852,High risk,9.0
SW074929,P002,Groups,TA/TO,91-180 days,No Deposit,1,0.826,High risk,180.0
SW074947,P002,Online TA,TA/TO,181+ days,No Deposit,1,0.7019,High risk,195.87
SW074964,P002,Groups,TA/TO,91-180 days,Non Refund,1,0.9818,High risk,9.0
SW074968,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,1,0.7866,High risk,203.0
SW074992,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,37.2
SW075010,P002,Online TA,TA/TO,91-180 days,No Deposit,1,0.6567,High risk,535.5
SW075048,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,124.0
SW075066,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075067,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075070,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075089,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075157,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.0
SW075167,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.0
SW075224,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075226,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075244,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075249,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075253,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075341,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075342,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075354,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.0
SW075373,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075393,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075398,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075455,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075457,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075466,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075471,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075482,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075512,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075526,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075530,P002,Groups,TA/TO,181+ days,Non Refund,1,0.9802,High risk,18.6
SW075575,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.4644,High risk,0.0
SW075583,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.4644,High risk,0.0
SW075599,P002,Offline TA/TO,TA/TO,181+ days,No Deposit,0,0.4644,High risk,0.0
SW075632,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075675,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
SW075685,P002,Groups,TA/TO,181+ days,No Deposit,1,0.8132,High risk,248.0
